Ingredient_name	GNSP_ID
cinaroside	"CCMSLIB00000215530"
cinaroside	"CCMSLIB00000215532"
cinaroside	"CCMSLIB00000215534"
cinaroside	"CCMSLIB00000221183"
cinaroside	"CCMSLIB00000222100"
cinchonine	"CCMSLIB00000222319"
cinchonine	"CCMSLIB00000222321"
cinchonine	"CCMSLIB00000222323"
cinchonine	"CCMSLIB00000222325"
cinnamic alcohol	"CCMSLIB00000212337"
cinnamic alcohol	"CCMSLIB00000215828"
cirsimarin	"CCMSLIB00000223355"
cis-4-hydroxyproline	"CCMSLIB00000218741"
cis-4-hydroxyproline	"CCMSLIB00000218744"
cis-4-hydroxyproline	"CCMSLIB00000218746"
cis-4-hydroxyproline	"CCMSLIB00000218748"
cis-4-hydroxyproline	"CCMSLIB00000218750"
cis-9-octadecenoic acid	"CCMSLIB00000214433"
cis-9-octadecenoic acid	"CCMSLIB00000214436"
cis-aconitic acid	"CCMSLIB00000221426"
cis-aconitic acid	"CCMSLIB00000212528"
cis-aconitic acid	"CCMSLIB00000212530"
cis-aconitic acid	"CCMSLIB00000212532"
cis-aconitic acid	"CCMSLIB00000216765"
cis-aconitic acid	"CCMSLIB00000216767"
cis-aconitic acid	"CCMSLIB00000216769"
cis-aconitic acid	"CCMSLIB00000216771"
cis-aconitic acid	"CCMSLIB00000216773"
cis-aconitic acid	"CCMSLIB00000216775"
cis-aconitic acid	"CCMSLIB00000222246"
citrin	"CCMSLIB00000223178"
citrin	"CCMSLIB00000217942"
citrin	"CCMSLIB00000217944"
citrin	"CCMSLIB00000217946"
citrin	"CCMSLIB00000217948"
citrin	"CCMSLIB00000217950"
citrin	"CCMSLIB00000217952"
citrin	"CCMSLIB00000221404"
citrin	"CCMSLIB00000222376"
citrulline	"CCMSLIB00000217551"
citrulline	"CCMSLIB00000217553"
citrulline	"CCMSLIB00000217554"
citrulline	"CCMSLIB00000217555"
citrulline	"CCMSLIB00000217557"
citrulline	"CCMSLIB00000221738"
citrulline	"CCMSLIB00000221740"
citrulline	"CCMSLIB00000221742"
citrulline	"CCMSLIB00000221744"
citrulline	"CCMSLIB00000221746"
cocaine	"CCMSLIB00000211394"
cocaine	"CCMSLIB00000211396"
cocaine	"CCMSLIB00000211398"
cocaine	"CCMSLIB00000211401"
cocaine	"CCMSLIB00000211402"
cocaine	"CCMSLIB00000211403"
cocaine	"CCMSLIB00000211404"
cocaine	"CCMSLIB00000211405"
cocaine	"CCMSLIB00000211407"
cocaine	"CCMSLIB00000211410"
cocaine	"CCMSLIB00000211412"
cocaine	"CCMSLIB00000211414"
cocaine	"CCMSLIB00000211416"
cocaine	"CCMSLIB00000211418"
codeine	"CCMSLIB00000210969"
codeine	"CCMSLIB00000210971"
codeine	"CCMSLIB00000210973"
codeine	"CCMSLIB00000210975"
codeine	"CCMSLIB00000210977"
codeine	"CCMSLIB00000210979"
codeine	"CCMSLIB00000210982"
codeine	"CCMSLIB00000210984"
codeine	"CCMSLIB00000210986"
codeine	"CCMSLIB00000210987"
codeine	"CCMSLIB00000210989"
codeine	"CCMSLIB00000210991"
codeine	"CCMSLIB00000210993"
codeine	"CCMSLIB00000210996"
codeine	"CCMSLIB00000222130"
codeine	"CCMSLIB00000222132"
codeine	"CCMSLIB00000222134"
coniferaldehyde	"CCMSLIB00000222836"
coniferaldehyde	"CCMSLIB00000212324"
coniferaldehyde	"CCMSLIB00000212326"
coniferaldehyde	"CCMSLIB00000212328"
coniferaldehyde	"CCMSLIB00000212330"
coniferaldehyde	"CCMSLIB00000212332"
coniferaldehyde	"CCMSLIB00000220710"
coniferaldehyde	"CCMSLIB00000221731"
coniferyl aldehyde	"CCMSLIB00000222836"
coniferyl aldehyde	"CCMSLIB00000212324"
coniferyl aldehyde	"CCMSLIB00000212326"
coniferyl aldehyde	"CCMSLIB00000212328"
coniferyl aldehyde	"CCMSLIB00000212330"
coniferyl aldehyde	"CCMSLIB00000212332"
coniferyl aldehyde	"CCMSLIB00000220710"
coniferyl aldehyde	"CCMSLIB00000221731"
cordycepic acid	"CCMSLIB00000220216"
cordycepic acid	"CCMSLIB00000220218"
cordycepic acid	"CCMSLIB00000222684"
cosmosiin	"CCMSLIB00000223353"
coumarin	"CCMSLIB00000222195"
coumarin	"CCMSLIB00000222197"
coumarin	"CCMSLIB00000222199"
creatine	"CCMSLIB00000216168"
creatine	"CCMSLIB00000216170"
creatine	"CCMSLIB00000216433"
creatine	"CCMSLIB00000216435"
creatine	"CCMSLIB00000216437"
creatine	"CCMSLIB00000217530"
creatine	"CCMSLIB00000217532"
creatine	"CCMSLIB00000217534"
creatine	"CCMSLIB00000217536"
creatine	"CCMSLIB00000217538"
creatine	"CCMSLIB00000222941"
creatinine	"CCMSLIB00000217590"
creatinine	"CCMSLIB00000217592"
creatinine	"CCMSLIB00000217594"
creatinine	"CCMSLIB00000217596"
creatinine	"CCMSLIB00000217597"
creatinine	"CCMSLIB00000222942"
creatinine	"CCMSLIB00000223795"
creatinine	"CCMSLIB00000223796"
creatinine	"CCMSLIB00000223797"
creatinine	"CCMSLIB00000223798"
crithmene	"CCMSLIB00000218485"
crithmene	"CCMSLIB00000222423"
crithmene	"CCMSLIB00000222425"
cyanidin	"CCMSLIB00000222659"
cyanidin	"CCMSLIB00000222661"
cyanidin-3-glucoside	"CCMSLIB00000222830"
cyanidin-3-glucoside	"CCMSLIB00000222831"
cyanidin-3-glucoside	"CCMSLIB00000223169"
cyanin	"CCMSLIB00000222826"
cyanin	"CCMSLIB00000222827"
cyanin	"CCMSLIB00000223167"
cyanin	"CCMSLIB00000217722"
cyanin	"CCMSLIB00000217724"
cyanin	"CCMSLIB00000217725"
cyanin	"CCMSLIB00000217727"
cyanin	"CCMSLIB00000217729"
cyanin	"CCMSLIB00000217731"
cyanin	"CCMSLIB00000221381"
cyanin	"CCMSLIB00000222348"
cyclamin	"CCMSLIB00000223172"
cyclamin	"CCMSLIB00000217780"
cyclamin	"CCMSLIB00000217782"
cyclamin	"CCMSLIB00000217784"
cyclamin	"CCMSLIB00000217786"
cyclamin	"CCMSLIB00000217788"
cyclamin	"CCMSLIB00000217790"
cyclamin	"CCMSLIB00000221391"
cyclamin	"CCMSLIB00000222357"
cyclopamine	"CCMSLIB00000205446"
cystathionine	"CCMSLIB00000217638"
cystathionine	"CCMSLIB00000217640"
cystathionine	"CCMSLIB00000217642"
cystathionine	"CCMSLIB00000217644"
cystathionine	"CCMSLIB00000217646"
cystathionine	"CCMSLIB00000221156"
cystathionine	"CCMSLIB00000222943"
cystathionine	"CCMSLIB00000222944"
cystathionine	"CCMSLIB00000213448"
cystathionine	"CCMSLIB00000213450"
cystathionine	"CCMSLIB00000213452"
cystathionine	"CCMSLIB00000213454"
cystathionine	"CCMSLIB00000213456"
cystathionine	"CCMSLIB00000220923"
cystathionine	"CCMSLIB00000220924"
cystathionine	"CCMSLIB00000221837"
cystine	"CCMSLIB00000221765"
cystine	"CCMSLIB00000221767"
cystine	"CCMSLIB00000221769"
cystine	"CCMSLIB00000221774"
cytidine	"CCMSLIB00000222945"
cytidine	"CCMSLIB00000222946"
daidzein	"CCMSLIB00000222037"
daidzein	"CCMSLIB00000222039"
daidzein	"CCMSLIB00000222041"
daidzein	"CCMSLIB00000222043"
daidzein	"CCMSLIB00000222663"
daidzein	"CCMSLIB00000222665"
daidzein	"CCMSLIB00000223052"
daidzein	"CCMSLIB00000215088"
daidzein	"CCMSLIB00000215090"
daidzein	"CCMSLIB00000215092"
daidzein	"CCMSLIB00000215094"
daidzein	"CCMSLIB00000221140"
daidzein	"CCMSLIB00000222038"
daidzein	"CCMSLIB00000222040"
daidzin	"CCMSLIB00000222805"
daidzin	"CCMSLIB00000222806"
daidzin	"CCMSLIB00000222807"
daidzin	"CCMSLIB00000223084"
daidzin	"CCMSLIB00000215732"
daidzin	"CCMSLIB00000215734"
daidzin	"CCMSLIB00000215736"
daidzin	"CCMSLIB00000215738"
daidzin	"CCMSLIB00000215740"
daidzin	"CCMSLIB00000215742"
daidzin	"CCMSLIB00000215744"
daidzin	"CCMSLIB00000215746"
daidzin	"CCMSLIB00000215748"
daidzin	"CCMSLIB00000215750"
daidzin	"CCMSLIB00000215752"
daidzin	"CCMSLIB00000221203"
daidzin	"CCMSLIB00000222121"
danshenxinkun a	"CCMSLIB00000212235"
daphnetin	"CCMSLIB00000223293"
daphnetin	"CCMSLIB00000220573"
daphnetin	"CCMSLIB00000220575"
daphnetin	"CCMSLIB00000220577"
daphnetin	"CCMSLIB00000220579"
daphnetin	"CCMSLIB00000220581"
daphnetin	"CCMSLIB00000220583"
daphnetin	"CCMSLIB00000221718"
daphnetin	"CCMSLIB00000222751"
daphnetin	"CCMSLIB00000222752"
decanedioic acid	"CCMSLIB00000214608"
decanedioic acid	"CCMSLIB00000214610"
decanedioic acid	"CCMSLIB00000214612"
decanedioic acid	"CCMSLIB00000214614"
decanedioic acid	"CCMSLIB00000214617"
decanedioic acid	"CCMSLIB00000221975"
delphinidin	"CCMSLIB00000220254"
delphinidin	"CCMSLIB00000220256"
delphinidin	"CCMSLIB00000222696"
delphinidin-3-glucoside	"CCMSLIB00000221681"
delphinidin-3-glucoside	"CCMSLIB00000222704"
delta-tocotrienol	"CCMSLIB00000223299"
delta-tocotrienol	"CCMSLIB00000220643"
delta-tocotrienol	"CCMSLIB00000220645"
delta-tocotrienol	"CCMSLIB00000220647"
delta-tocotrienol	"CCMSLIB00000221729"
deoxycholic acid	"CCMSLIB00000220539"
deoxycholic acid	"CCMSLIB00000220541"
deoxycholic acid	"CCMSLIB00000220543"
deoxycholic acid	"CCMSLIB00000220545"
deoxycholic acid	"CCMSLIB00000220547"
deoxycholic acid	"CCMSLIB00000220549"
deoxycholic acid	"CCMSLIB00000220551"
deoxycholic acid	"CCMSLIB00000222743"
deoxycholic acid	"CCMSLIB00000222745"
d-glucuronic acid	"CCMSLIB00000219924"
d-glucuronic acid	"CCMSLIB00000222639"
diazinon	"CCMSLIB00000208162"
diazinon	"CCMSLIB00000208163"
diazinon	"CCMSLIB00000208164"
diazinon	"CCMSLIB00000208165"
diazinon	"CCMSLIB00000208166"
diazinon	"CCMSLIB00000208167"
diazinon	"CCMSLIB00000208168"
diazinon	"CCMSLIB00000208169"
diazinon	"CCMSLIB00000208170"
diazinon	"CCMSLIB00000208171"
diazinon	"CCMSLIB00000208172"
diazinon	"CCMSLIB00000208173"
diazinon	"CCMSLIB00000208174"
diazinon	"CCMSLIB00000208175"
diazinon	"CCMSLIB00000223385"
diazinon	"CCMSLIB00000223386"
diazinon	"CCMSLIB00000223387"
dichlorvos	"CCMSLIB00000223365"
dichlorvos	"CCMSLIB00000223366"
dichlorvos	"CCMSLIB00000223367"
dichlorvos	"CCMSLIB00000223368"
dihydrocapsacine	"CCMSLIB00000223087"
dihydrocapsacine	"CCMSLIB00000215790"
dihydrocapsacine	"CCMSLIB00000215792"
dihydrocapsacine	"CCMSLIB00000215794"
dihydrocapsacine	"CCMSLIB00000215796"
dihydrocapsacine	"CCMSLIB00000215798"
dihydrocapsacine	"CCMSLIB00000215800"
dihydrocapsacine	"CCMSLIB00000221209"
dihydrocapsacine	"CCMSLIB00000222129"
dihydrocapsaicin	"CCMSLIB00000223087"
dihydrocapsaicin	"CCMSLIB00000215790"
dihydrocapsaicin	"CCMSLIB00000215792"
dihydrocapsaicin	"CCMSLIB00000215794"
dihydrocapsaicin	"CCMSLIB00000215796"
dihydrocapsaicin	"CCMSLIB00000215798"
dihydrocapsaicin	"CCMSLIB00000215800"
dihydrocapsaicin	"CCMSLIB00000221209"
dihydrocapsaicin	"CCMSLIB00000222129"
dihydrochelerythrine	"CCMSLIB00000211056"
dihydromelilotoside	"CCMSLIB00000211040"
dihydroquercetin	"CCMSLIB00000205192"
dimethyl malate	"CCMSLIB00000217994"
dimethyl malate	"CCMSLIB00000217996"
dimethyl malate	"CCMSLIB00000217998"
dimethyl malate	"CCMSLIB00000218000"
diosmin	"CCMSLIB00000217874"
diosmin	"CCMSLIB00000217876"
diosmin	"CCMSLIB00000217878"
diosmin	"CCMSLIB00000217880"
diosmin	"CCMSLIB00000217882"
diosmin	"CCMSLIB00000217885"
dopamine	"CCMSLIB00000217875"
dopamine	"CCMSLIB00000217877"
dopamine	"CCMSLIB00000217879"
dopamine	"CCMSLIB00000217881"
dopamine	"CCMSLIB00000217883"
dopamine	"CCMSLIB00000221834"
dopamine	"CCMSLIB00000221836"
dopamine	"CCMSLIB00000221838"
dopamine	"CCMSLIB00000221840"
dopamine	"CCMSLIB00000221842"
dulcitol	"CCMSLIB00000216344"
dulcitol	"CCMSLIB00000216346"
dulcitol	"CCMSLIB00000219326"
dulcitol	"CCMSLIB00000219328"
dulcitol	"CCMSLIB00000222189"
dulcitol	"CCMSLIB00000222555"
emetine	"CCMSLIB00000222356"
emetine	"CCMSLIB00000222358"
emetine	"CCMSLIB00000222360"
emetine	"CCMSLIB00000222362"
enanthic acid	"CCMSLIB00000213911"
enanthic acid	"CCMSLIB00000213913"
enanthic acid	"CCMSLIB00000213915"
ephedrine	"CCMSLIB00000210709"
ephedrine	"CCMSLIB00000210711"
ephedrine	"CCMSLIB00000210713"
ephedrine	"CCMSLIB00000210715"
ephedrine	"CCMSLIB00000210717"
ephedrine	"CCMSLIB00000210719"
ephedrine	"CCMSLIB00000210721"
ephedrine	"CCMSLIB00000210723"
ephedrine	"CCMSLIB00000210725"
ephedrine	"CCMSLIB00000210727"
ephedrine	"CCMSLIB00000210729"
ephedrine	"CCMSLIB00000210732"
ephedrine	"CCMSLIB00000210734"
ephedrine	"CCMSLIB00000210736"
epicatechin	"CCMSLIB00000222067"
epicatechin	"CCMSLIB00000222069"
epicatechin	"CCMSLIB00000222071"
epicatechin	"CCMSLIB00000222073"
epiprogoitrin	"CCMSLIB00000223252"
epiprogoitrin	"CCMSLIB00000219639"
epiprogoitrin	"CCMSLIB00000219641"
epiprogoitrin	"CCMSLIB00000221602"
epiprogoitrin	"CCMSLIB00000222602"
eriodictyol	"CCMSLIB00000222667"
eriodictyol	"CCMSLIB00000222669"
eriodictyol	"CCMSLIB00000223053"
eriodictyol	"CCMSLIB00000215096"
eriodictyol	"CCMSLIB00000215098"
eriodictyol	"CCMSLIB00000215100"
eriodictyol	"CCMSLIB00000215101"
eriodictyol	"CCMSLIB00000215103"
eriodictyol	"CCMSLIB00000215105"
eriodictyol	"CCMSLIB00000215107"
eriodictyol	"CCMSLIB00000215109"
eriodictyol	"CCMSLIB00000215111"
eriodictyol	"CCMSLIB00000215113"
eriodictyol	"CCMSLIB00000215115"
eriodictyol	"CCMSLIB00000221142"
eriodictyol	"CCMSLIB00000222042"
esculetin	"CCMSLIB00000223294"
esculetin	"CCMSLIB00000220585"
esculetin	"CCMSLIB00000220587"
esculetin	"CCMSLIB00000220589"
esculetin	"CCMSLIB00000220591"
esculetin	"CCMSLIB00000220593"
esculetin	"CCMSLIB00000220595"
esculetin	"CCMSLIB00000221720"
esculetin	"CCMSLIB00000222754"
esculetin	"CCMSLIB00000222756"
esculin	"CCMSLIB00000223295"
eserine	"CCMSLIB00000218150"
eserine	"CCMSLIB00000218152"
eserine	"CCMSLIB00000218155"
eserine	"CCMSLIB00000218156"
eserine	"CCMSLIB00000218159"
eserine	"CCMSLIB00000221194"
estrone	"CCMSLIB00000223807"
estrone	"CCMSLIB00000223808"
estrone	"CCMSLIB00000223809"
estrone	"CCMSLIB00000223810"
ethanolamine	"CCMSLIB00000218200"
ethanolamine	"CCMSLIB00000218202"
ethanolamine	"CCMSLIB00000218204"
ethanolamine	"CCMSLIB00000218206"
ethanolamine	"CCMSLIB00000218209"
ferulic acid	"CCMSLIB00000222837"
ferulic acid	"CCMSLIB00000222838"
ferulic acid	"CCMSLIB00000212051"
ferulic acid	"CCMSLIB00000212053"
ferulic acid	"CCMSLIB00000212055"
ferulic acid	"CCMSLIB00000212057"
ferulic acid	"CCMSLIB00000212341"
ferulic acid	"CCMSLIB00000212343"
ferulic acid	"CCMSLIB00000212348"
ferulic acid	"CCMSLIB00000219479"
ferulic acid	"CCMSLIB00000219481"
ferulic acid	"CCMSLIB00000219483"
ferulic acid	"CCMSLIB00000220712"
ferulic acid	"CCMSLIB00000220714"
ferulic acid	"CCMSLIB00000221735"
fipronil	"CCMSLIB00000210079"
fipronil	"CCMSLIB00000210081"
fipronil	"CCMSLIB00000210083"
fipronil	"CCMSLIB00000210085"
fipronil	"CCMSLIB00000210087"
fipronil	"CCMSLIB00000210089"
fipronil	"CCMSLIB00000210091"
fipronil	"CCMSLIB00000210093"
fipronil	"CCMSLIB00000210095"
fipronil	"CCMSLIB00000210097"
fipronil	"CCMSLIB00000210099"
fipronil	"CCMSLIB00000210101"
fipronil	"CCMSLIB00000210103"
fipronil	"CCMSLIB00000210105"
fisetin	"CCMSLIB00000211998"
flavanone	"CCMSLIB00000222671"
flavanone	"CCMSLIB00000222673"
flavanone	"CCMSLIB00000215117"
flavanone	"CCMSLIB00000215119"
flavanone	"CCMSLIB00000215121"
flavanone	"CCMSLIB00000215123"
flavin mononucleotide	"CCMSLIB00000221873"
fluoxetine	"CCMSLIB00000208403"
fluoxetine	"CCMSLIB00000208404"
fluoxetine	"CCMSLIB00000208405"
fluoxetine	"CCMSLIB00000208406"
fluoxetine	"CCMSLIB00000208407"
fluoxetine	"CCMSLIB00000208408"
fluoxetine	"CCMSLIB00000208409"
fluoxetine	"CCMSLIB00000578571"
fluoxetine	"CCMSLIB00000578572"
fluoxetine	"CCMSLIB00000578573"
fluoxetine	"CCMSLIB00000578574"
fluoxetine	"CCMSLIB00000578575"
fluoxetine	"CCMSLIB00000223728"
fluoxetine	"CCMSLIB00000223729"
fluoxetine	"CCMSLIB00000223730"
fluoxetine	"CCMSLIB00000223731"
foliosidine	"CCMSLIB00000204745"
foliosidine	"CCMSLIB00000204755"
foliosidine	"CCMSLIB00000204765"
formononetin	"CCMSLIB00000222057"
formononetin	"CCMSLIB00000223138"
formononetin	"CCMSLIB00000212289"
formononetin	"CCMSLIB00000216923"
formononetin	"CCMSLIB00000216925"
formononetin	"CCMSLIB00000216927"
formononetin	"CCMSLIB00000216929"
formononetin	"CCMSLIB00000216931"
formononetin	"CCMSLIB00000216933"
formononetin	"CCMSLIB00000216935"
formononetin	"CCMSLIB00000216938"
formononetin	"CCMSLIB00000221324"
formononetin	"CCMSLIB00000222266"
fortunellin	"CCMSLIB00000223176"
fortunellin	"CCMSLIB00000223359"
fortunellin	"CCMSLIB00000217906"
fortunellin	"CCMSLIB00000217908"
fortunellin	"CCMSLIB00000217910"
fortunellin	"CCMSLIB00000217912"
fortunellin	"CCMSLIB00000217914"
fortunellin	"CCMSLIB00000217916"
fortunellin	"CCMSLIB00000217918"
fortunellin	"CCMSLIB00000217920"
fortunellin	"CCMSLIB00000217922"
fortunellin	"CCMSLIB00000217924"
fortunellin	"CCMSLIB00000217926"
fortunellin	"CCMSLIB00000217928"
fortunellin	"CCMSLIB00000221401"
fortunellin	"CCMSLIB00000222372"
galactitol	"CCMSLIB00000216344"
galactitol	"CCMSLIB00000216346"
galactitol	"CCMSLIB00000219326"
galactitol	"CCMSLIB00000219328"
galactitol	"CCMSLIB00000222189"
galactitol	"CCMSLIB00000222555"
galactosamine	"CCMSLIB00000218478"
galactosamine	"CCMSLIB00000218480"
galactosamine	"CCMSLIB00000218482"
galactosamine	"CCMSLIB00000218484"
galactosamine	"CCMSLIB00000218486"
gamma-aminobutyric acid	"CCMSLIB00000216547"
gamma-aminobutyric acid	"CCMSLIB00000216549"
gamma-aminobutyric acid	"CCMSLIB00000216551"
gamma-aminobutyric acid	"CCMSLIB00000216553"
gamma-aminobutyric acid	"CCMSLIB00000216555"
gamma-aminobutyric acid	"CCMSLIB00000208919"
gamma-linolenic acid	"CCMSLIB00000222028"
gamma-nonalactone	"CCMSLIB00000218487"
gamma-terpinene	"CCMSLIB00000218485"
gamma-terpinene	"CCMSLIB00000222423"
gamma-terpinene	"CCMSLIB00000222425"
gamma-tocotrienol	"CCMSLIB00000223298"
gamma-tocotrienol	"CCMSLIB00000220641"
gamma-tocotrienol	"CCMSLIB00000221728"
genistein	"CCMSLIB00000222045"
genistein	"CCMSLIB00000222047"
genistein	"CCMSLIB00000222049"
genistein	"CCMSLIB00000222051"
genistein	"CCMSLIB00000222233"
genistein	"CCMSLIB00000222235"
genistein	"CCMSLIB00000222237"
genistein	"CCMSLIB00000222239"
genistein	"CCMSLIB00000222241"
genistein	"CCMSLIB00000222675"
genistein	"CCMSLIB00000222677"
genistein	"CCMSLIB00000215125"
genistein	"CCMSLIB00000215127"
genistein	"CCMSLIB00000215129"
genistein	"CCMSLIB00000215131"
gentiobiose	"CCMSLIB00000220206"
gentisic acid	"CCMSLIB00000223207"
gentisic acid	"CCMSLIB00000219029"
gentisic acid	"CCMSLIB00000219031"
gentisic acid	"CCMSLIB00000219033"
gentisic acid	"CCMSLIB00000219035"
gentisic acid	"CCMSLIB00000221503"
gentisic acid	"CCMSLIB00000222496"
gibberellic acid	"CCMSLIB00000216685"
gibberellic acid	"CCMSLIB00000216687"
gibberellic acid	"CCMSLIB00000216689"
gibberellic acid	"CCMSLIB00000216691"
gibberellic acid	"CCMSLIB00000216693"
gibberellic acid	"CCMSLIB00000216695"
ginsenoside rb1	"CCMSLIB00000210045"
ginsenoside rb2	"CCMSLIB00000210051"
ginsenoside rc	"CCMSLIB00000210057"
ginsenoside rd	"CCMSLIB00000210059"
ginsenoside re	"CCMSLIB00000210072"
ginsenoside rg1	"CCMSLIB00000210070"
glabrene	"CCMSLIB00000212291"
glabridin	"CCMSLIB00000212294"
glabrol	"CCMSLIB00000212296"
glucoerucin	"CCMSLIB00000216222"
glucoerucin	"CCMSLIB00000216224"
glucoerucin	"CCMSLIB00000216226"
glucoerucin	"CCMSLIB00000216227"
glucoerucin	"CCMSLIB00000216230"
glucoerucin	"CCMSLIB00000216232"
glucoerucin	"CCMSLIB00000219643"
glucoerucin	"CCMSLIB00000222179"
glucoiberin	"CCMSLIB00000223253"
glucoiberin	"CCMSLIB00000219645"
glucoiberin	"CCMSLIB00000219647"
glucoiberin	"CCMSLIB00000219649"
glucoiberin	"CCMSLIB00000219651"
glucoiberin	"CCMSLIB00000219653"
glucoiberin	"CCMSLIB00000219655"
glucoiberin	"CCMSLIB00000219657"
glucoiberin	"CCMSLIB00000219659"
glucoiberin	"CCMSLIB00000219661"
glucoiberin	"CCMSLIB00000219663"
glucoiberin	"CCMSLIB00000219665"
glucoiberin	"CCMSLIB00000221603"
gluconapin	"CCMSLIB00000223250"
gluconapin	"CCMSLIB00000216252"
gluconapin	"CCMSLIB00000219627"
gluconapin	"CCMSLIB00000221598"
gluconapin	"CCMSLIB00000222599"
gluconasturtiin	"CCMSLIB00000223257"
gluconasturtiin	"CCMSLIB00000219701"
gluconasturtiin	"CCMSLIB00000219703"
gluconasturtiin	"CCMSLIB00000219705"
gluconasturtiin	"CCMSLIB00000219707"
gluconasturtiin	"CCMSLIB00000219709"
gluconasturtiin	"CCMSLIB00000219711"
gluconasturtiin	"CCMSLIB00000221611"
gluconasturtiin	"CCMSLIB00000222605"
glucoraphanin	"CCMSLIB00000223254"
glucoraphanin	"CCMSLIB00000216234"
glucoraphanin	"CCMSLIB00000216236"
glucoraphanin	"CCMSLIB00000216238"
glucoraphanin	"CCMSLIB00000216240"
glucoraphanin	"CCMSLIB00000216242"
glucoraphanin	"CCMSLIB00000216244"
glucoraphanin	"CCMSLIB00000216246"
glucoraphanin	"CCMSLIB00000216248"
glucoraphanin	"CCMSLIB00000216250"
glucoraphanin	"CCMSLIB00000219667"
glucoraphanin	"CCMSLIB00000219669"
glucoraphanin	"CCMSLIB00000219671"
glucoraphanin	"CCMSLIB00000219673"
glucoraphanin	"CCMSLIB00000219675"
glucoraphanin	"CCMSLIB00000219677"
glucoraphanin	"CCMSLIB00000219679"
glucoraphanin	"CCMSLIB00000219681"
glucoraphanin	"CCMSLIB00000219683"
glucoraphanin	"CCMSLIB00000221605"
glucoraphanin	"CCMSLIB00000222181"
glucosamine	"CCMSLIB00000218499"
glucosamine	"CCMSLIB00000218501"
glucosamine	"CCMSLIB00000218503"
glucosamine	"CCMSLIB00000218505"
glucosamine	"CCMSLIB00000218507"
glucotropaeolin	"CCMSLIB00000223256"
glucotropaeolin	"CCMSLIB00000219690"
glucotropaeolin	"CCMSLIB00000219691"
glucotropaeolin	"CCMSLIB00000219693"
glucotropaeolin	"CCMSLIB00000219695"
glucotropaeolin	"CCMSLIB00000219697"
glucotropaeolin	"CCMSLIB00000219699"
glucotropaeolin	"CCMSLIB00000221609"
glutamic acid	"CCMSLIB00000221799"
glutamic acid	"CCMSLIB00000221801"
glutamic acid	"CCMSLIB00000221804"
glutamic acid	"CCMSLIB00000221805"
glutamic acid	"CCMSLIB00000213720"
glutamic acid	"CCMSLIB00000213722"
glutamic acid	"CCMSLIB00000213723"
glutamic acid	"CCMSLIB00000221877"
glutaric acid	"CCMSLIB00000213720"
glutaric acid	"CCMSLIB00000213722"
glutaric acid	"CCMSLIB00000213723"
glutaric acid	"CCMSLIB00000221877"
glutathione	"CCMSLIB00000216135"
glutathione	"CCMSLIB00000216137"
glutathione	"CCMSLIB00000216139"
glycerin	"CCMSLIB00000212534"
glycerin	"CCMSLIB00000212536"
glycerin	"CCMSLIB00000212538"
glycerol	"CCMSLIB00000212534"
glycerol	"CCMSLIB00000212536"
glycerol	"CCMSLIB00000212538"
glycine	"CCMSLIB00000212540"
glycine	"CCMSLIB00000212542"
glycine	"CCMSLIB00000212544"
glycocholic acid	"CCMSLIB00000218488"
glycocholic acid	"CCMSLIB00000218490"
glycocholic acid	"CCMSLIB00000218492"
glycocholic acid	"CCMSLIB00000218495"
glycocholic acid	"CCMSLIB00000218497"
glycolic acid	"CCMSLIB00000213743"
glycyrrhetinic acid	"CCMSLIB00000218581"
glycyrrhetinic acid	"CCMSLIB00000218583"
glycyrrhetinic acid	"CCMSLIB00000218586"
glycyrrhetinic acid	"CCMSLIB00000218588"
glycyrrhetinic acid	"CCMSLIB00000218590"
glycyrrhizic acid	"CCMSLIB00000222967"
glycyrrhizic acid	"CCMSLIB00000223085"
glycyrrhizic acid	"CCMSLIB00000215754"
glycyrrhizic acid	"CCMSLIB00000215756"
glycyrrhizic acid	"CCMSLIB00000215758"
glycyrrhizic acid	"CCMSLIB00000215760"
glycyrrhizic acid	"CCMSLIB00000215762"
glycyrrhizic acid	"CCMSLIB00000215764"
glycyrrhizic acid	"CCMSLIB00000215766"
glycyrrhizic acid	"CCMSLIB00000215768"
glycyrrhizic acid	"CCMSLIB00000215770"
glycyrrhizic acid	"CCMSLIB00000215772"
glycyrrhizic acid	"CCMSLIB00000215774"
glycyrrhizic acid	"CCMSLIB00000215776"
glycyrrhizic acid	"CCMSLIB00000221205"
glycyrrhizic acid	"CCMSLIB00000222123"
glycyrrhizic acid	"CCMSLIB00000222125"
glycyrrhizin	"CCMSLIB00000218509"
glycyrrhizin	"CCMSLIB00000218511"
glycyrrhizin	"CCMSLIB00000218513"
glycyrrhizin	"CCMSLIB00000218515"
glycyrrhizin	"CCMSLIB00000218517"
glycyrrhizin	"CCMSLIB00000222967"
glycyrrhizin	"CCMSLIB00000223085"
glycyrrhizin	"CCMSLIB00000213757"
glycyrrhizin	"CCMSLIB00000213759"
glycyrrhizin	"CCMSLIB00000213761"
glycyrrhizin	"CCMSLIB00000213763"
glycyrrhizin	"CCMSLIB00000213765"
glycyrrhizin	"CCMSLIB00000213767"
glycyrrhizin	"CCMSLIB00000213769"
glycyrrhizin	"CCMSLIB00000213771"
glycyrrhizin	"CCMSLIB00000213773"
glycyrrhizin	"CCMSLIB00000213775"
glycyrrhizin	"CCMSLIB00000213776"
